"name","size","city","state"
"RAYTHEON COMPANY",3366811128.45,"ARLINGTON","VA"
"RAYTHEON COMPANY",3366811128.45,"RICHARDSON","TX"
"RAYTHEON COMPANY",3366811128.45,"BALTIMORE","MD"
"RAYTHEON COMPANY",3366811128.45,"GARLAND","TX"
"RAYTHEON COMPANY",3366811128.45,"SPRINGFIELD","VA"
"RAYTHEON COMPANY",3366811128.45,"FALLS CHURCH","VA"
"MCKESSON CORPORATION",2465136035.63,"SAN FRANCISCO","CA"
"MCKESSON CORPORATION",2465136035.63,"WEST SACRAMENTO","CA"
"MCKESSON CORPORATION",2465136035.63,"CONCORD","NC"
"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",2350402849.05,"OLATHE","KS"
"HUNTINGTON INGALLS INCORPORATED",2265080381.26,"PASCAGOULA","MS"
"HUNTINGTON INGALLS INCORPORATED",2265080381.26,"NEWPORT NEWS","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SAN DIEGO","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"ROLLING MEADOWS","IL"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"PALMDALE","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"MELBOURNE","FL"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"HERNDON","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"LINTHICUM HEIGHTS","MD"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"CHANTILLY","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"EL SEGUNDO","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"BETHPAGE","NY"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"AZUSA","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"MCLEAN","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"CHARLOTTESVILLE","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SUNNYVALE","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"MC LEAN","VA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"REDONDO BEACH","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SIERRA VISTA","AZ"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"ANNAPOLIS","MD"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SAINT AUGUSTINE","FL"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"ELKRIDGE","MD"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SYKESVILLE","MD"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"WARNER ROBINS","GA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"BOULDER","CO"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"SANTA ROSA","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"CLEARFIELD","UT"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"WOODLAND HILLS","CA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"APOPKA","FL"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"OKLAHOMA CITY","OK"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"NORWALK","CT"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"HARVEY","LA"
"NORTHROP GRUMMAN SYSTEMS CORPORATION",2209692765.74,"CINCINNATI","OH"
"BOEING COMPANY, THE",2176790741.77,"MESA","AZ"
"BOEING COMPANY, THE",2176790741.77,"SAINT LOUIS","MO"
"BOEING COMPANY, THE",2176790741.77,"HUNTINGTON BEACH","CA"
"BOEING COMPANY, THE",2176790741.77,"OKLAHOMA CITY","OK"
"BOEING COMPANY, THE",2176790741.77,"JACKSONVILLE","FL"
"BOEING COMPANY, THE",2176790741.77,"EL SEGUNDO","CA"
"BOEING COMPANY, THE",2176790741.77,"HOUSTON","TX"
"BOEING COMPANY, THE",2176790741.77,"HUNTSVILLE","AL"
"BOEING COMPANY, THE",2176790741.77,"NEWARK","OH"
"BOEING COMPANY, THE",2176790741.77,"HILL AFB","UT"
"BOEING COMPANY, THE",2176790741.77,"HAZELWOOD","MO"
"BOEING COMPANY, THE",2176790741.77,"COLORADO SPRINGS","CO"
"BOEING COMPANY, THE",2176790741.77,"ALBUQUERQUE","NM"
"BOEING COMPANY, THE",2176790741.77,"CLEARFIELD","UT"
"BOEING COMPANY, THE",2176790741.77,"SEATTLE","WA"
"BOEING COMPANY, THE",2176790741.77,"LONG BEACH","CA"
"BOEING COMPANY, THE",2176790741.77,"CHICAGO","IL"
"BOEING COMPANY, THE",2176790741.77,"ANNAPOLIS JUNCTION","MD"
"BOEING COMPANY, THE",2176790741.77,"SEAL BEACH","CA"
"BOEING COMPANY, THE",2176790741.77,"FORT WALTON BEACH","FL"
"BOEING COMPANY, THE",2176790741.77,"RIDLEY PARK","PA"
"SIKORSKY AIRCRAFT CORPORATION",1665109831.85,"STRATFORD","CT"
"HEALTH NET FEDERAL SERVICES, LLC",1339765577.03,"RANCHO CORDOVA","CA"
"HUMANA MILITARY HEALTHCARE SERVICES, INC.",1295535447.49,"LOUISVILLE","KY"
"THE BOEING COMPANY",1185282441.51,"RIDLEY PARK","PA"
"THE BOEING COMPANY",1185282441.51,"HUNTSVILLE","AL"
"THE BOEING COMPANY",1185282441.51,"SEATTLE","WA"
"THE BOEING COMPANY",1185282441.51,"OKLAHOMA CITY","OK"
"THE BOEING COMPANY",1185282441.51,"KENT","WA"
"THE BOEING COMPANY",1185282441.51,"SEAL BEACH","CA"
"THE BOEING COMPANY",1185282441.51,"HEATH","OH"
"THE BOEING COMPANY",1185282441.51,"NEWARK","OH"
"THE BOEING COMPANY",1185282441.51,"LANHAM","MD"
"THE BOEING COMPANY",1185282441.51,"ANAHEIM","CA"
"THE BOEING COMPANY",1185282441.51,"FORT WALTON BE","FL"
"UNITEDHEALTH MILITARY & VETERANS SERVICES, LLC",1155198519.87,"MINNETONKA","MN"
"CONSOLIDATED NUCLEAR SECURITY LLC",1093062099.01,"FREDERICK","MD"
"LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY",956189499.92,"LOS ALAMOS","NM"
"CALIFORNIA INSTITUTE OF TECHNOLOGY",934029181.91,"PASADENA","CA"
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",917218696.87,"POWAY","CA"
"BECHTEL MARINE PROPULSION CORPORATION",807861919.21,"SAN FRANCISCO","CA"
"LAWRENCE LIVERMORE NATIONAL SECURITY LIMITED LIABILITY COMPANY",733263408.37,"LIVERMORE","CA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"MCLEAN","VA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"FAIRFIELD","NJ"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"MC LEAN","VA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"SAN DIEGO","CA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"INDIANAPOLIS","IN"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"RESTON","VA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"LEXINGTON PARK","MD"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"COLUMBIA","MD"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"FAIRFAX","VA"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"WASHINGTON","DC"
"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",721706906.62,"VISTA","CA"
"UNITED TECHNOLOGIES CORPORATION",710167954.31,"EAST HARTFORD","CT"
"UNITED TECHNOLOGIES CORPORATION",710167954.31,"SAN ANTONIO","TX"
"UNITED TECHNOLOGIES CORPORATION",710167954.31,"JUPITER","FL"
"UNITED TECHNOLOGIES CORPORATION",710167954.31,"OKLAHOMA CITY","OK"
"ELECTRIC BOAT CORPORATION",696043581.5,"GROTON","CT"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"MCLEAN","VA"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"DAYTON","OH"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"RED BANK","NJ"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"PHILADELPHIA","PA"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"ARLINGTON","VA"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"MC LEAN","VA"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"SAN DIEGO","CA"
"BOOZ ALLEN HAMILTON INC.",665336859.86,"HERNDON","VA"
"TRIWEST HEALTHCARE ALLIANCE CORP.",589671605.85,"PHOENIX","AZ"
"CHEMONICS INTERNATIONAL, INC",564913048.24,"WASHINGTON","DC"
"AMERISOURCEBERGEN DRUG CORPORATION",558638226.58,"CHESTERBROOK","PA"
"UNITED LAUNCH SERVICES, LLC",545791751.2,"CENTENNIAL","CO"
"OSHKOSH DEFENSE, LLC",530874229.36,"OSHKOSH","WI"
"HARRIS CORPORATION",523573348.81,"ROCHESTER","NY"
"HARRIS CORPORATION",523573348.81,"PALM BAY","FL"
"HARRIS CORPORATION",523573348.81,"HERNDON","VA"
"HARRIS CORPORATION",523573348.81,"COLORADO SPRINGS","CO"
"HARRIS CORPORATION",523573348.81,"POTTSTOWN","PA"
"HARRIS CORPORATION",523573348.81,"FORT WAYNE","IN"
"HARRIS CORPORATION",523573348.81,"MELBOURNE","FL"
"HARRIS CORPORATION",523573348.81,"LYNCHBURG","VA"
"HARRIS CORPORATION",523573348.81,"ROANOKE","VA"
"HARRIS CORPORATION",523573348.81,"CLIFTON","NJ"
"HARRIS CORPORATION",523573348.81,"VAN NUYS","CA"
"HARRIS CORPORATION",523573348.81,"ANNAPOLIS JUNCTION","MD"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"HUDSON","NH"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"NASHUA","NH"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"MERRIMACK","NH"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"BURLINGTON","MA"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"WAYNE","NJ"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"SAN DIEGO","CA"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"GREENLAWN","NY"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"AUSTIN","TX"
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.",514630756.44,"ARLINGTON","VA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"KANSAS CITY","MO"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"PHOENIX","AZ"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"TEMPE","AZ"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"CLEARWATER","FL"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"MINNEAPOLIS","MN"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"GOLDEN VALLEY","MN"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"TORRANCE","CA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"SOUTH BEND","IN"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"OLATHE","KS"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"GREER","SC"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"WICHITA","KS"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"ALBUQUERQUE","NM"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"BOYNE CITY","MI"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"RENTON","WA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"FREEPORT","IL"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"ENGLEWOOD","CO"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"COLUMBUS","OH"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"REDMOND","WA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"NORTHFORD","CT"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"COLONIAL HEIGHTS","VA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"RICHMOND","VA"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"MORRIS PLAINS","NJ"
"HONEYWELL INTERNATIONAL INC.",513638229.14,"POWAY","CA"
"B.L. HARBERT INTERNATIONAL, L.L.C.",510738053.3,"BIRMINGHAM","AL"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"GREENVILLE","TX"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"ARLINGTON","TX"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"MADISON","MS"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"MUSKEGON","MI"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"CAMDEN","NJ"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"SALT LAKE CITY","UT"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"LONDONDERRY","NH"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"WOBURN","MA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"NORTHAMPTON","MA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"WILMINGTON","MA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"SAN CARLOS","CA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"ORLANDO","FL"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"ALPHARETTA","GA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"AYER","MA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"SAN DIEGO","CA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"TEMPE","AZ"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"SYLMAR","CA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"VICTOR","NY"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"ROCKWALL","TX"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"FOLSOM","CA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"HAUPPAUGE","NY"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"WILLIAMSPORT","PA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"BRISTOL","PA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"SARASOTA","FL"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"PITTSBURGH","PA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"BUDD LAKE","NJ"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"BROKEN ARROW","OK"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"MENLO PARK","CA"
"L-3 COMMUNICATIONS CORPORATION",498967820.38,"WACO","TX"
"AUSTAL USA, LLC",490671457.3,"MOBILE","AL"
"BOEING COMPANY",454311150.16,"HUNTSVILLE","AL"
"BOEING COMPANY",454311150.16,"HOUSTON","TX"
"BOEING COMPANY",454311150.16,"ANAHEIM","CA"
"LEIDOS, INC.",414609244.04,"RESTON","VA"
"LEIDOS, INC.",414609244.04,"SAN DIEGO","CA"
"LEIDOS, INC.",414609244.04,"MCLEAN","VA"
"LEIDOS, INC.",414609244.04,"STERLING","VA"
"LEIDOS, INC.",414609244.04,"VISTA","CA"
"LEIDOS, INC.",414609244.04,"PITTSBURGH","PA"
"LEIDOS, INC.",414609244.04,"MC LEAN","VA"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",391361664.84,"FAIRFAX","VA"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",391361664.84,"NEEDHAM","MA"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",391361664.84,"CHESAPEAKE","VA"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",391361664.84,"WESTWOOD","MA"
"GENERAL ELECTRIC COMPANY",381160557.87,"LYNN","MA"
"GENERAL ELECTRIC COMPANY",381160557.87,"CINCINNATI","OH"
"GENERAL ELECTRIC COMPANY",381160557.87,"WAUKESHA","WI"
"GENERAL ELECTRIC COMPANY",381160557.87,"NISKAYUNA","NY"
"GENERAL ELECTRIC COMPANY",381160557.87,"FAIRFIELD","CT"
"GENERAL ELECTRIC COMPANY",381160557.87,"SAN JUAN","PR"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"GAITHERSBURG","MD"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"HOUSTON","TX"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"VIENNA","VA"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"ARLINGTON","VA"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"KING OF PRUSSIA","PA"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"MARLTON","NJ"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"HERNDON","VA"
"LEIDOS INNOVATIONS CORPORATION",363522374.53,"CHESAPEAKE","VA"
"MERCK SHARP & DOHME CORP.",327844117.88,"WHITEHOUSE STATION","NJ"
"MERCK SHARP & DOHME CORP.",327844117.88,"WEST POINT","PA"
"DELOITTE CONSULTING LLP",323477001.64,"ALEXANDRIA","VA"
"DELOITTE CONSULTING LLP",323477001.64,"ARLINGTON","VA"
"DELOITTE CONSULTING LLP",323477001.64,"RESTON","VA"
"CSRA LLC",323036081.13,"FALLS CHURCH","VA"
"CSRA LLC",323036081.13,"WASHINGTON","DC"
"CSRA LLC",323036081.13,"HUNTSVILLE","AL"
"CSRA LLC",323036081.13,"ALEXANDRIA","VA"
"CSRA LLC",323036081.13,"CHANTILLY","VA"
"CSRA LLC",323036081.13,"RICHMOND","VA"
"CSRA LLC",323036081.13,"NEW BERN","NC"
"RAYTHEON TECHNICAL SERVICES COMPANY LIMITED LIABILITY COMPANY (5772)",319398891.91,"ORLANDO","FL"
"RAYTHEON TECHNICAL SERVICES COMPANY LIMITED LIABILITY COMPANY (5772)",319398891.91,"RESTON","VA"
"RAYTHEON TECHNICAL SERVICES COMPANY LIMITED LIABILITY COMPANY (5772)",319398891.91,"INDIANAPOLIS","IN"
"ATLANTIC DIVING SUPPLY, INC.",318817847.89,"VIRGINIA BEACH","VA"
"URS FEDERAL SERVICES, INC.",311393172.42,"GERMANTOWN","MD"
"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",293513225.4,"LOCKPORT","LA"
"SRA INTERNATIONAL, INC.",292079914.82,"CHANTILLY","VA"
"SRA INTERNATIONAL, INC.",292079914.82,"FAIRFAX","VA"
"SRA INTERNATIONAL, INC.",292079914.82,"DAYTON","OH"
"SAVANNAH RIVER NUCLEAR SOLUTIONS, LLC",281674293.39,"AIKEN","SC"
"BATTELLE MEMORIAL INSTITUTE",279292557.98,"RICHLAND","WA"
"BATTELLE MEMORIAL INSTITUTE",279292557.98,"COLUMBUS","OH"
"BATTELLE MEMORIAL INSTITUTE",279292557.98,"WEST JEFFERSON","OH"
"BATTELLE MEMORIAL INSTITUTE",279292557.98,"MELBOURNE","FL"
"THE MITRE CORPORATION",273080648.69,"MC LEAN","VA"
"THE MITRE CORPORATION",273080648.69,"BEDFORD","MA"
"FLUOR INTERCONTINENTAL INCORPORATED",271313718.27,"GREENVILLE","SC"
"PAE GOVERNMENT SERVICES, INC.",271220713.02,"ARLINGTON","VA"
"PAE GOVERNMENT SERVICES, INC.",271220713.02,"LOS ANGELES","CA"
"PAE GOVERNMENT SERVICES, INC.",271220713.02,"ROSSLYN","VA"
"BELL BOEING JOINT PROJECT OFFICE",266042444.75,"AMARILLO","TX"
"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",259545408.67,"LEXINGTON","MA"
"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",259545408.67,"CAMBRIDGE","MA"
"NATIONAL STEEL AND SHIPBUILDING COMPANY",250711108.49,"SAN DIEGO","CA"
"DYNCORP INTERNATIONAL LLC",245577765.36,"FORT WORTH","TX"
"DYNCORP INTERNATIONAL LLC",245577765.36,"MCLEAN","VA"
"DYNCORP INTERNATIONAL LLC",245577765.36,"FALLS CHURCH","VA"
"BP PRODUCTS NORTH AMERICA INC.",245546269.93,"CHICAGO","IL"
"BP PRODUCTS NORTH AMERICA INC.",245546269.93,"NAPERVILLE","IL"
"JACOBS TECHNOLOGY INC.",243880388.47,"TULLAHOMA","TN"
"JACOBS TECHNOLOGY INC.",243880388.47,"TAMPA","FL"
"JACOBS TECHNOLOGY INC.",243880388.47,"FORT WALTON BEACH","FL"
"JACOBS TECHNOLOGY INC.",243880388.47,"RIDGECREST","CA"
"JACOBS TECHNOLOGY INC.",243880388.47,"LINCOLN","MA"
"JACOBS TECHNOLOGY INC.",243880388.47,"CHANTILLY","VA"
"JACOBS TECHNOLOGY INC.",243880388.47,"NASHUA","NH"
"JACOBS TECHNOLOGY INC.",243880388.47,"HUNTSVILLE","AL"
"UT BATTELLE LIMITED LIABILITY COMPANY",239552734.33,"OAK RIDGE","TN"
"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.",232640415.82,"COLORADO SPRINGS","CO"
"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.",232640415.82,"HUNTSVILLE","AL"
"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.",232640415.82,"REDONDO BEACH","CA"
"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.",232640415.82,"HERNDON","VA"
